year,AMZN,GOOGL,META,MSFT
2021,23.757361579718523,18.755924401812194,17.080313528964794,24.81424930110179
2022,24.56471631205674,13.625510685767965,8.895292650570443,19.849227147118388
2023,18.207800272924544,18.03960049402374,15.350285172390436,24.54249419821191
2024,18.97825360416751,17.238442619318434,17.137682904369445,26.11475636986971
2025,15.276277027476548,21.231654460386082,16.376314133221104,23.595607841913026
