date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink,year
2025-12-27,AMD,USD,0000002488,2026-02-04,2026-02-03 18:14:52,2025,FY,5539000000,5013000000,10552000000,6315000000,7920000000,2160000000,26947000000,2312000000,25126000000,16705000000,41831000000,0,384000000,5452000000,49979000000,0,76926000000,2929000000,874000000,0,0,5652000000,9455000000,3598000000,0,313000000,561000000,4472000000,0,625000000,13927000000,0,17000000,6699000000,-3000000,56286000000,62999000000,62999000000,76926000000,0,76926000000,5013000000,4472000000,-1067000000,https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/0000002488-26-000018-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/amd-20251227.htm,2025
2024-12-28,AMD,USD,0000002488,2025-02-05,2025-02-05 16:42:57,2024,FY,3787000000,1345000000,5132000000,6933000000,5734000000,1250000000,19049000000,2425000000,24839000000,18930000000,43769000000,149000000,688000000,3146000000,50177000000,0,69226000000,1990000000,0,0,0,5291000000,7281000000,2212000000,0,349000000,1816000000,4377000000,0,491000000,11658000000,0,17000000,2364000000,-69000000,55256000000,57568000000,57568000000,69226000000,0,69226000000,1494000000,2212000000,-1575000000,https://www.sec.gov/Archives/edgar/data/2488/000000248825000012/0000002488-25-000012-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248825000012/amd-20241228.htm,2024
2023-12-30,AMD,USD,0000002488,2024-01-31,2024-01-31 17:16:39,2023,FY,3933000000,1840000000,5773000000,5385000000,4351000000,1259000000,16768000000,2222000000,24262000000,21363000000,45625000000,99000000,366000000,2805000000,51117000000,0,67885000000,2055000000,751000000,0,544000000,3339000000,6689000000,2252000000,0,1202000000,1850000000,5304000000,0,535000000,11993000000,0,17000000,723000000,-10000000,55162000000,55892000000,55892000000,67885000000,0,67885000000,1939000000,3003000000,-930000000,https://www.sec.gov/Archives/edgar/data/2488/000000248824000012/0000002488-24-000012-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248824000012/amd-20231230.htm,2023
2022-12-31,AMD,USD,0000002488,2023-02-27,2023-02-27 16:20:39,2022,FY,4835000000,1020000000,5855000000,4128000000,3771000000,1265000000,15019000000,1973000000,24177000000,24118000000,48295000000,83000000,58000000,2152000000,52561000000,0,67580000000,2493000000,0,0,859000000,3017000000,6369000000,2863000000,0,1934000000,1664000000,6461000000,0,396000000,12830000000,0,16000000,-131000000,-41000000,54906000000,54750000000,54750000000,67580000000,0,67580000000,1103000000,2863000000,-1972000000,https://www.sec.gov/Archives/edgar/data/2488/000000248823000047/0000002488-23-000047-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248823000047/amd-20221231.htm,2022
2021-12-25,AMD,USD,0000002488,2022-02-03,2022-02-03 17:22:50,2021,FY,2535000000,1073000000,3608000000,2708000000,1955000000,312000000,8583000000,1069000000,289000000,323000000,612000000,69000000,931000000,1155000000,3836000000,0,12419000000,1321000000,312000000,0,314000000,2293000000,4240000000,349000000,0,12000000,321000000,682000000,0,348000000,4922000000,0,12000000,-1451000000,-3000000,8939000000,7497000000,7497000000,12419000000,0,12419000000,1142000000,661000000,-1874000000,https://www.sec.gov/Archives/edgar/data/2488/000000248822000016/0000002488-22-000016-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248822000016/amd-20211225.htm,2021
